Time,Download
2024/07/18 19:53:55,6.79
2024/07/18 19:58:55,10.79
2024/07/18 20:03:54,7.24
2024/07/18 20:08:54,6.57
2024/07/18 20:13:54,11.9
2024/07/18 20:18:54,13.71
2024/07/18 20:23:53,15.35
2024/07/18 20:28:53,4.91
2024/07/18 20:33:53,11.22
2024/07/18 20:38:53,11.09
2024/07/18 20:43:53,10.38
2024/07/18 20:48:53,10.82
2024/07/18 20:53:52,13.6
2024/07/18 20:58:51,13.47
2024/07/18 21:03:51,15.05
2024/07/18 21:08:51,15.06
2024/07/18 21:13:51,14.12
2024/07/18 21:18:51,10.57
2024/07/18 21:23:51,5
2024/07/18 21:28:51,3.56
2024/07/18 21:33:51,12.1
2024/07/18 21:38:51,9.1
2024/07/18 21:43:51,7.18
2024/07/18 21:48:51,4.56
2024/07/18 21:53:51,5.67
2024/07/18 21:58:51,3.87
2024/07/18 22:03:51,7.3
2024/07/18 22:08:51,9.25
2024/07/18 22:13:50,7.95
2024/07/18 22:18:50,12.6
2024/07/18 22:23:50,5.14
2024/07/18 22:28:50,9.01
2024/07/18 22:33:50,3.76
2024/07/18 22:38:50,10.73
2024/07/18 22:43:50,8.05
2024/07/18 22:48:50,8.22
2024/07/18 22:53:50,10.18
2024/07/18 22:58:50,14.49
2024/07/18 23:03:50,10.72
2024/07/18 23:08:50,9.19
2024/07/18 23:13:50,8.21
2024/07/18 23:18:50,8.76
2024/07/18 23:23:50,7.6
2024/07/18 23:28:50,6.92
2024/07/18 23:33:50,8.67
2024/07/18 23:38:50,7.25
2024/07/18 23:43:50,2.09
2024/07/18 23:47:27,12.86
2024/07/18 23:52:27,13.88
2024/07/18 23:57:27,9.27
