Time,Latency
2024/07/16 23:44:18,12
2024/07/16 23:44:19,12
2024/07/16 23:44:20,11
2024/07/16 23:44:21,11
2024/07/16 23:44:22,11
2024/07/16 23:44:23,20
2024/07/16 23:44:24,10
2024/07/16 23:44:25,17
2024/07/16 23:44:26,13
2024/07/16 23:44:27,11
2024/07/16 23:44:28,25
2024/07/16 23:44:29,12
2024/07/16 23:44:30,11
2024/07/16 23:44:31,11
2024/07/16 23:44:32,14
2024/07/16 23:44:33,17
2024/07/16 23:44:34,10
2024/07/16 23:44:35,17
2024/07/16 23:44:36,17
2024/07/16 23:44:37,11
2024/07/16 23:44:38,18
2024/07/16 23:44:39,10
2024/07/16 23:44:40,19
2024/07/16 23:44:41,16
2024/07/16 23:44:42,11
2024/07/16 23:44:43,19
2024/07/16 23:44:44,12
2024/07/16 23:44:45,11
2024/07/16 23:44:46,11
2024/07/16 23:44:47,11
2024/07/16 23:44:48,17
2024/07/16 23:44:49,11
2024/07/16 23:44:50,15
2024/07/16 23:44:51,11
2024/07/16 23:44:52,13
2024/07/16 23:44:53,12
2024/07/16 23:44:54,12
2024/07/16 23:44:55,12
2024/07/16 23:44:56,13
2024/07/16 23:44:57,14
2024/07/16 23:44:58,14
2024/07/16 23:44:59,17
2024/07/16 23:45:00,11
2024/07/16 23:45:01,14
2024/07/16 23:45:02,41
2024/07/16 23:45:03,16
2024/07/16 23:45:04,61
2024/07/16 23:45:05,14
2024/07/16 23:45:06,14
2024/07/16 23:45:07,11
2024/07/16 23:45:08,12
2024/07/16 23:45:09,163
2024/07/16 23:45:10,243
2024/07/16 23:45:11,262
2024/07/16 23:45:12,474
2024/07/16 23:45:13,486
2024/07/16 23:45:14,529
2024/07/16 23:45:15,639
2024/07/16 23:45:16,616
2024/07/16 23:45:17,565
2024/07/16 23:45:18,800
2024/07/16 23:45:19,776
2024/07/16 23:45:20,13
2024/07/16 23:45:21,11
2024/07/16 23:45:22,12
2024/07/16 23:45:23,13
2024/07/16 23:45:24,11
2024/07/16 23:45:25,14
2024/07/16 23:45:26,13
2024/07/16 23:45:27,11
2024/07/16 23:45:28,11
2024/07/16 23:45:29,10
2024/07/16 23:45:30,15
2024/07/16 23:45:31,10
2024/07/16 23:45:32,14
2024/07/16 23:45:33,14
2024/07/16 23:45:34,20
2024/07/16 23:45:35,12
2024/07/16 23:45:36,12
2024/07/16 23:45:37,13
2024/07/16 23:45:38,12
2024/07/16 23:45:39,10
2024/07/16 23:45:40,14
2024/07/16 23:45:41,11
2024/07/16 23:45:42,11
2024/07/16 23:45:43,13
2024/07/16 23:45:44,13
2024/07/16 23:45:45,12
2024/07/16 23:45:46,18
2024/07/16 23:45:47,12
2024/07/16 23:45:48,14
2024/07/16 23:45:49,11
2024/07/16 23:45:50,13
2024/07/16 23:45:51,12
2024/07/16 23:45:52,11
2024/07/16 23:45:53,13
2024/07/16 23:45:54,12
2024/07/16 23:45:55,15
2024/07/16 23:45:56,19
2024/07/16 23:45:57,12
2024/07/16 23:45:58,14
2024/07/16 23:45:59,13
2024/07/16 23:46:00,29
2024/07/16 23:46:01,11
2024/07/16 23:46:02,11
2024/07/16 23:46:03,11
2024/07/16 23:46:04,14
2024/07/16 23:46:05,11
2024/07/16 23:46:06,10
2024/07/16 23:46:07,16
2024/07/16 23:46:08,11
2024/07/16 23:46:09,15
2024/07/16 23:46:10,10
2024/07/16 23:46:11,10
2024/07/16 23:46:12,11
2024/07/16 23:46:13,11
2024/07/16 23:46:14,12
2024/07/16 23:46:15,14
2024/07/16 23:46:16,12
2024/07/16 23:46:17,22
2024/07/16 23:46:18,11
2024/07/16 23:46:19,12
2024/07/16 23:46:20,11
2024/07/16 23:46:21,14
2024/07/16 23:46:22,11
2024/07/16 23:46:23,14
2024/07/16 23:46:24,11
2024/07/16 23:46:25,12
2024/07/16 23:46:26,11
2024/07/16 23:46:27,14
2024/07/16 23:46:28,11
2024/07/16 23:46:29,11
2024/07/16 23:46:30,13
2024/07/16 23:46:31,11
2024/07/16 23:46:32,13
2024/07/16 23:46:33,13
2024/07/16 23:46:34,11
2024/07/16 23:46:35,12
2024/07/16 23:46:36,11
2024/07/16 23:46:37,11
2024/07/16 23:46:38,13
2024/07/16 23:46:39,14
2024/07/16 23:46:40,12
2024/07/16 23:46:41,11
2024/07/16 23:46:42,14
2024/07/16 23:46:43,12
2024/07/16 23:46:44,11
2024/07/16 23:46:45,11
2024/07/16 23:46:46,11
2024/07/16 23:46:47,13
2024/07/16 23:46:48,11
2024/07/16 23:46:49,14
2024/07/16 23:46:50,11
2024/07/16 23:46:51,13
2024/07/16 23:46:52,11
2024/07/16 23:46:53,11
2024/07/16 23:46:54,12
2024/07/16 23:46:55,12
2024/07/16 23:46:56,12
2024/07/16 23:46:57,27
2024/07/16 23:46:58,166
2024/07/16 23:46:59,266
2024/07/16 23:47:00,366
2024/07/16 23:47:01,500
2024/07/16 23:47:02,705
2024/07/16 23:47:03,537
2024/07/16 23:47:04,452
2024/07/16 23:47:05,467
2024/07/16 23:47:06,574
2024/07/16 23:47:07,813
2024/07/16 23:47:08,551
2024/07/16 23:47:09,18
2024/07/16 23:47:10,12
2024/07/16 23:47:11,11
2024/07/16 23:47:12,14
2024/07/16 23:47:13,14
2024/07/16 23:47:14,21
2024/07/16 23:47:15,11
2024/07/16 23:47:16,13
2024/07/16 23:47:17,11
2024/07/16 23:47:18,13
2024/07/16 23:47:19,20
2024/07/16 23:47:20,11
2024/07/16 23:47:21,18
2024/07/16 23:47:22,15
2024/07/16 23:47:23,15
2024/07/16 23:47:24,11
2024/07/16 23:47:25,12
2024/07/16 23:47:26,11
2024/07/16 23:47:27,19
2024/07/16 23:47:28,12
2024/07/16 23:47:29,12
2024/07/16 23:47:30,14
2024/07/16 23:47:31,13
2024/07/16 23:47:32,12
2024/07/16 23:47:33,14
2024/07/16 23:47:34,20
2024/07/16 23:47:35,12
2024/07/16 23:47:36,28
2024/07/16 23:47:37,12
2024/07/16 23:47:38,13
2024/07/16 23:47:39,11
2024/07/16 23:47:40,14
2024/07/16 23:47:41,17
2024/07/16 23:47:42,20
2024/07/16 23:47:43,14
2024/07/16 23:47:44,17
2024/07/16 23:47:45,12
2024/07/16 23:47:46,10
2024/07/16 23:47:47,19
2024/07/16 23:47:48,11
2024/07/16 23:47:49,14
2024/07/16 23:47:50,20
2024/07/16 23:47:51,13
2024/07/16 23:47:52,28
2024/07/16 23:47:53,11
2024/07/16 23:47:54,13
2024/07/16 23:47:55,23
2024/07/16 23:47:56,19
2024/07/16 23:47:57,13
2024/07/16 23:47:58,12
2024/07/16 23:47:59,13
2024/07/16 23:48:00,27
2024/07/16 23:48:01,12
2024/07/16 23:48:02,17
2024/07/16 23:48:03,14
2024/07/16 23:48:04,15
2024/07/16 23:48:05,12
2024/07/16 23:48:06,18
2024/07/16 23:48:07,21
2024/07/16 23:48:08,23
2024/07/16 23:48:09,12
2024/07/16 23:48:10,43
2024/07/16 23:48:11,54
2024/07/16 23:48:12,29
2024/07/16 23:48:13,60
2024/07/16 23:48:14,14
2024/07/16 23:48:15,15
2024/07/16 23:48:16,15
2024/07/16 23:48:17,23
2024/07/16 23:48:18,14
2024/07/16 23:48:19,15
2024/07/16 23:48:20,18
2024/07/16 23:48:21,44
2024/07/16 23:48:22,20
2024/07/16 23:48:23,13
2024/07/16 23:48:24,27
2024/07/16 23:48:25,20
2024/07/16 23:48:26,16
2024/07/16 23:48:27,40
2024/07/16 23:48:28,38
2024/07/16 23:48:29,13
2024/07/16 23:48:30,12
2024/07/16 23:48:31,16
2024/07/16 23:48:32,16
2024/07/16 23:48:33,12
2024/07/16 23:48:34,16
2024/07/16 23:48:35,13
2024/07/16 23:48:36,13
2024/07/16 23:48:37,20
2024/07/16 23:48:38,12
2024/07/16 23:48:39,10
2024/07/16 23:48:40,14
2024/07/16 23:48:41,11
2024/07/16 23:48:42,16
2024/07/16 23:48:43,17
2024/07/16 23:48:44,12
2024/07/16 23:48:45,17
2024/07/16 23:48:46,28
2024/07/16 23:48:47,45
2024/07/16 23:48:48,33
2024/07/16 23:48:49,42
2024/07/16 23:48:50,14
2024/07/16 23:48:51,12
2024/07/16 23:48:52,24
2024/07/16 23:48:53,44
2024/07/16 23:48:54,38
2024/07/16 23:48:55,29
2024/07/16 23:48:56,17
2024/07/16 23:48:57,12
2024/07/16 23:48:58,27
2024/07/16 23:48:59,30
2024/07/16 23:49:00,14
2024/07/16 23:49:01,14
2024/07/16 23:49:02,12
2024/07/16 23:49:03,20
2024/07/16 23:49:04,14
2024/07/16 23:49:05,11
2024/07/16 23:49:06,12
2024/07/16 23:49:07,15
2024/07/16 23:49:08,12
2024/07/16 23:49:09,16
2024/07/16 23:49:10,27
2024/07/16 23:49:11,11
2024/07/16 23:49:12,12
2024/07/16 23:49:13,13
2024/07/16 23:49:14,14
2024/07/16 23:49:15,12
2024/07/16 23:49:16,19
2024/07/16 23:49:17,16
2024/07/16 23:49:18,27
2024/07/16 23:49:19,12
2024/07/16 23:49:20,17
2024/07/16 23:49:21,11
2024/07/16 23:49:22,12
2024/07/16 23:49:23,14
2024/07/16 23:49:24,14
2024/07/16 23:49:25,14
2024/07/16 23:49:26,12
2024/07/16 23:49:27,12
2024/07/16 23:49:28,17
2024/07/16 23:49:29,13
2024/07/16 23:49:30,15
2024/07/16 23:49:31,14
2024/07/16 23:49:32,12
2024/07/16 23:49:33,16
2024/07/16 23:49:34,14
2024/07/16 23:49:35,27
2024/07/16 23:49:36,13
2024/07/16 23:49:37,14
2024/07/16 23:49:38,16
2024/07/16 23:49:39,11
2024/07/16 23:49:40,13
2024/07/16 23:49:41,11
2024/07/16 23:49:42,11
2024/07/16 23:49:43,11
2024/07/16 23:49:44,12
2024/07/16 23:49:45,13
2024/07/16 23:49:46,16
2024/07/16 23:49:47,14
2024/07/16 23:49:48,11
2024/07/16 23:49:49,11
2024/07/16 23:49:50,19
2024/07/16 23:49:51,12
2024/07/16 23:49:52,19
2024/07/16 23:49:53,11
2024/07/16 23:49:54,12
2024/07/16 23:49:55,16
2024/07/16 23:49:56,13
2024/07/16 23:49:57,15
2024/07/16 23:49:58,11
2024/07/16 23:49:59,12
2024/07/16 23:50:00,12
2024/07/16 23:50:01,14
2024/07/16 23:50:02,12
2024/07/16 23:50:03,12
2024/07/16 23:50:04,14
2024/07/16 23:50:05,13
2024/07/16 23:50:06,12
2024/07/16 23:50:07,11
2024/07/16 23:50:08,19
2024/07/16 23:50:09,12
2024/07/16 23:50:10,12
2024/07/16 23:50:11,15
2024/07/16 23:50:12,13
2024/07/16 23:50:13,12
2024/07/16 23:50:14,12
2024/07/16 23:50:15,11
2024/07/16 23:50:16,21
2024/07/16 23:50:17,28
2024/07/16 23:50:18,11
2024/07/16 23:50:19,15
2024/07/16 23:50:20,12
2024/07/16 23:50:21,12
2024/07/16 23:50:22,12
2024/07/16 23:50:23,13
2024/07/16 23:50:24,13
2024/07/16 23:50:25,11
2024/07/16 23:50:26,15
2024/07/16 23:50:27,12
2024/07/16 23:50:28,13
2024/07/16 23:50:29,12
2024/07/16 23:50:30,12
2024/07/16 23:50:31,12
2024/07/16 23:50:32,13
2024/07/16 23:50:33,12
2024/07/16 23:50:34,12
2024/07/16 23:50:35,15
2024/07/16 23:50:36,17
2024/07/16 23:50:37,12
2024/07/16 23:50:38,25
2024/07/16 23:50:39,18
2024/07/16 23:50:40,11
2024/07/16 23:50:41,16
2024/07/16 23:50:42,13
2024/07/16 23:50:43,12
2024/07/16 23:50:44,13
2024/07/16 23:50:45,11
2024/07/16 23:50:46,12
2024/07/16 23:50:47,13
2024/07/16 23:50:48,12
2024/07/16 23:50:49,11
2024/07/16 23:50:50,26
2024/07/16 23:50:51,11
2024/07/16 23:50:52,12
2024/07/16 23:50:53,13
2024/07/16 23:50:54,11
2024/07/16 23:50:55,14
2024/07/16 23:50:56,11
2024/07/16 23:50:57,21
2024/07/16 23:50:58,12
2024/07/16 23:50:59,15
2024/07/16 23:51:00,14
2024/07/16 23:51:01,11
2024/07/16 23:51:02,14
2024/07/16 23:51:03,11
2024/07/16 23:51:04,15
2024/07/16 23:51:05,12
2024/07/16 23:51:06,11
2024/07/16 23:51:07,16
2024/07/16 23:51:08,12
2024/07/16 23:51:09,11
2024/07/16 23:51:10,13
2024/07/16 23:51:11,12
2024/07/16 23:51:12,12
2024/07/16 23:51:13,13
2024/07/16 23:51:14,15
2024/07/16 23:51:15,11
2024/07/16 23:51:16,13
2024/07/16 23:51:17,11
2024/07/16 23:51:18,17
2024/07/16 23:51:19,15
2024/07/16 23:51:20,12
2024/07/16 23:51:21,11
2024/07/16 23:51:22,11
2024/07/16 23:51:23,13
2024/07/16 23:51:24,13
2024/07/16 23:51:25,13
2024/07/16 23:51:26,24
2024/07/16 23:51:27,12
2024/07/16 23:51:28,11
2024/07/16 23:51:29,11
2024/07/16 23:51:30,17
2024/07/16 23:51:31,11
2024/07/16 23:51:32,14
2024/07/16 23:51:33,13
2024/07/16 23:51:34,28
2024/07/16 23:51:35,11
2024/07/16 23:51:36,15
2024/07/16 23:51:37,14
2024/07/16 23:51:38,11
2024/07/16 23:51:38,13
2024/07/16 23:51:39,13
2024/07/16 23:51:40,11
2024/07/16 23:51:41,14
2024/07/16 23:51:42,14
2024/07/16 23:51:43,13
2024/07/16 23:51:44,11
2024/07/16 23:51:45,11
2024/07/16 23:51:46,11
2024/07/16 23:51:47,11
2024/07/16 23:51:48,12
2024/07/16 23:51:49,11
2024/07/16 23:51:50,12
2024/07/16 23:51:51,14
2024/07/16 23:51:52,11
2024/07/16 23:51:53,12
2024/07/16 23:51:54,10
2024/07/16 23:51:55,27
2024/07/16 23:51:56,15
2024/07/16 23:51:57,13
2024/07/16 23:51:58,133
2024/07/16 23:51:59,283
2024/07/16 23:52:00,218
2024/07/16 23:52:01,154
2024/07/16 23:52:02,419
2024/07/16 23:52:03,442
2024/07/16 23:52:04,523
2024/07/16 23:52:05,492
2024/07/16 23:52:06,548
2024/07/16 23:52:07,501
2024/07/16 23:52:08,13
2024/07/16 23:52:09,11
2024/07/16 23:52:10,12
2024/07/16 23:52:11,11
2024/07/16 23:52:12,13
2024/07/16 23:52:13,11
2024/07/16 23:52:14,12
2024/07/16 23:52:15,19
2024/07/16 23:52:16,11
2024/07/16 23:52:17,12
2024/07/16 23:52:18,18
2024/07/16 23:52:19,14
2024/07/16 23:52:20,11
2024/07/16 23:52:21,11
2024/07/16 23:52:22,19
2024/07/16 23:52:23,11
2024/07/16 23:52:24,10
2024/07/16 23:52:25,16
2024/07/16 23:52:26,13
2024/07/16 23:52:27,14
2024/07/16 23:52:28,26
2024/07/16 23:52:29,12
2024/07/16 23:52:30,11
2024/07/16 23:52:31,12
2024/07/16 23:52:32,12
2024/07/16 23:52:33,11
2024/07/16 23:52:34,12
2024/07/16 23:52:35,14
2024/07/16 23:52:36,12
2024/07/16 23:52:37,12
2024/07/16 23:52:38,14
2024/07/16 23:52:39,18
2024/07/16 23:52:40,13
2024/07/16 23:52:41,12
2024/07/16 23:52:42,15
2024/07/16 23:52:43,11
2024/07/16 23:52:44,11
2024/07/16 23:52:45,11
2024/07/16 23:52:46,18
2024/07/16 23:52:47,14
2024/07/16 23:52:48,11
2024/07/16 23:52:49,12
2024/07/16 23:52:50,11
2024/07/16 23:52:51,11
2024/07/16 23:52:52,12
2024/07/16 23:52:53,12
2024/07/16 23:52:54,12
2024/07/16 23:52:55,12
2024/07/16 23:52:56,16
2024/07/16 23:52:57,11
2024/07/16 23:52:58,11
2024/07/16 23:52:59,13
2024/07/16 23:53:00,16
2024/07/16 23:53:01,11
2024/07/16 23:53:02,10
2024/07/16 23:53:03,11
2024/07/16 23:53:04,12
2024/07/16 23:53:05,11
2024/07/16 23:53:06,12
2024/07/16 23:53:07,11
2024/07/16 23:53:08,11
2024/07/16 23:53:09,11
2024/07/16 23:53:10,10
2024/07/16 23:53:11,13
2024/07/16 23:53:12,13
2024/07/16 23:53:13,11
2024/07/16 23:53:14,13
2024/07/16 23:53:15,11
2024/07/16 23:53:16,14
2024/07/16 23:53:17,12
2024/07/16 23:53:18,23
2024/07/16 23:53:19,12
2024/07/16 23:53:20,12
2024/07/16 23:53:21,12
2024/07/16 23:53:22,16
2024/07/16 23:53:23,11
2024/07/16 23:53:24,16
2024/07/16 23:53:25,12
2024/07/16 23:53:26,11
2024/07/16 23:53:27,12
2024/07/16 23:53:28,11
2024/07/16 23:53:29,12
2024/07/16 23:53:30,11
2024/07/16 23:53:31,12
2024/07/16 23:53:32,13
2024/07/16 23:53:33,11
2024/07/16 23:53:34,13
2024/07/16 23:53:35,12
2024/07/16 23:53:36,11
2024/07/16 23:53:37,12
2024/07/16 23:53:38,12
2024/07/16 23:53:39,11
2024/07/16 23:53:40,14
2024/07/16 23:53:41,13
2024/07/16 23:53:42,11
2024/07/16 23:53:43,16
2024/07/16 23:53:44,13
2024/07/16 23:53:45,11
2024/07/16 23:53:46,10
2024/07/16 23:53:47,11
2024/07/16 23:53:48,13
2024/07/16 23:53:49,18
2024/07/16 23:53:50,14
2024/07/16 23:53:51,12
2024/07/16 23:53:52,15
2024/07/16 23:53:53,14
2024/07/16 23:53:54,11
2024/07/16 23:53:55,11
2024/07/16 23:53:56,13
2024/07/16 23:53:57,12
2024/07/16 23:53:58,12
2024/07/16 23:53:59,11
2024/07/16 23:54:00,11
2024/07/16 23:54:01,13
2024/07/16 23:54:02,25
2024/07/16 23:54:03,11
2024/07/16 23:54:04,11
2024/07/16 23:54:05,13
2024/07/16 23:54:06,11
2024/07/16 23:54:07,12
2024/07/16 23:54:08,11
2024/07/16 23:54:09,11
2024/07/16 23:54:10,20
2024/07/16 23:54:11,10
2024/07/16 23:54:12,11
2024/07/16 23:54:13,11
2024/07/16 23:54:14,12
2024/07/16 23:54:15,11
2024/07/16 23:54:16,12
2024/07/16 23:54:17,12
2024/07/16 23:54:18,11
2024/07/16 23:54:19,11
2024/07/16 23:54:20,11
2024/07/16 23:54:21,16
2024/07/16 23:54:22,12
2024/07/16 23:54:23,11
2024/07/16 23:54:24,11
2024/07/16 23:54:25,28
2024/07/16 23:54:26,11
2024/07/16 23:54:27,11
2024/07/16 23:54:28,11
2024/07/16 23:54:29,11
2024/07/16 23:54:30,12
2024/07/16 23:54:31,11
2024/07/16 23:54:32,11
2024/07/16 23:54:33,15
2024/07/16 23:54:34,10
2024/07/16 23:54:35,11
2024/07/16 23:54:36,15
2024/07/16 23:54:37,12
2024/07/16 23:54:38,11
2024/07/16 23:54:39,18
2024/07/16 23:54:40,11
2024/07/16 23:54:41,11
2024/07/16 23:54:42,12
2024/07/16 23:54:43,14
2024/07/16 23:54:44,12
2024/07/16 23:54:45,11
2024/07/16 23:54:46,13
2024/07/16 23:54:47,13
2024/07/16 23:54:48,11
2024/07/16 23:54:49,12
2024/07/16 23:54:50,14
2024/07/16 23:54:51,12
2024/07/16 23:54:52,11
2024/07/16 23:54:53,11
2024/07/16 23:54:54,21
2024/07/16 23:54:55,11
2024/07/16 23:54:56,12
2024/07/16 23:54:57,13
2024/07/16 23:54:58,11
2024/07/16 23:54:59,11
2024/07/16 23:55:00,13
2024/07/16 23:55:01,11
2024/07/16 23:55:01,24
2024/07/16 23:55:02,10
2024/07/16 23:55:03,12
2024/07/16 23:55:04,12
2024/07/16 23:55:05,14
2024/07/16 23:55:06,11
2024/07/16 23:55:07,11
2024/07/16 23:55:08,12
2024/07/16 23:55:09,113
2024/07/16 23:55:10,190
2024/07/16 23:55:11,420
2024/07/16 23:55:12,464
2024/07/16 23:55:13,443
2024/07/16 23:55:14,566
2024/07/16 23:55:15,608
2024/07/16 23:55:16,668
2024/07/16 23:55:17,723
2024/07/16 23:55:18,645
2024/07/16 23:55:19,795
2024/07/16 23:55:20,18
2024/07/16 23:55:21,11
2024/07/16 23:55:22,13
2024/07/16 23:55:23,11
2024/07/16 23:55:24,15
2024/07/16 23:55:25,11
2024/07/16 23:55:26,11
2024/07/16 23:55:27,11
2024/07/16 23:55:28,18
2024/07/16 23:55:29,11
2024/07/16 23:55:30,11
2024/07/16 23:55:31,20
2024/07/16 23:55:32,16
2024/07/16 23:55:33,11
2024/07/16 23:55:34,12
2024/07/16 23:55:35,18
2024/07/16 23:55:36,10
2024/07/16 23:55:37,13
2024/07/16 23:55:38,12
2024/07/16 23:55:39,11
2024/07/16 23:55:40,11
2024/07/16 23:55:41,12
2024/07/16 23:55:42,19
2024/07/16 23:55:43,13
2024/07/16 23:55:44,12
2024/07/16 23:55:45,14
2024/07/16 23:55:46,17
2024/07/16 23:55:47,13
2024/07/16 23:55:48,14
2024/07/16 23:55:49,12
2024/07/16 23:55:50,13
2024/07/16 23:55:51,12
2024/07/16 23:55:52,13
2024/07/16 23:55:53,12
2024/07/16 23:55:54,13
2024/07/16 23:55:55,15
2024/07/16 23:55:56,12
2024/07/16 23:55:57,12
2024/07/16 23:55:58,12
2024/07/16 23:55:59,15
2024/07/16 23:56:00,12
2024/07/16 23:56:01,12
2024/07/16 23:56:02,30
2024/07/16 23:56:03,14
2024/07/16 23:56:04,16
2024/07/16 23:56:05,24
2024/07/16 23:56:06,34
2024/07/16 23:56:07,19
2024/07/16 23:56:08,14
2024/07/16 23:56:09,16
2024/07/16 23:56:10,23
2024/07/16 23:56:11,13
2024/07/16 23:56:12,12
2024/07/16 23:56:13,14
2024/07/16 23:56:13,10
2024/07/16 23:56:14,14
2024/07/16 23:56:15,13
2024/07/16 23:56:16,11
2024/07/16 23:56:17,13
2024/07/16 23:56:18,14
2024/07/16 23:56:19,13
2024/07/16 23:56:20,22
2024/07/16 23:56:21,15
2024/07/16 23:56:22,11
2024/07/16 23:56:23,17
2024/07/16 23:56:24,12
2024/07/16 23:56:25,13
2024/07/16 23:56:26,11
2024/07/16 23:56:27,23
2024/07/16 23:56:28,12
2024/07/16 23:56:29,16
2024/07/16 23:56:30,11
2024/07/16 23:56:31,11
2024/07/16 23:56:32,12
2024/07/16 23:56:33,11
2024/07/16 23:56:34,16
2024/07/16 23:56:35,12
2024/07/16 23:56:36,12
2024/07/16 23:56:37,17
2024/07/16 23:56:38,15
2024/07/16 23:56:39,29
2024/07/16 23:56:40,14
2024/07/16 23:56:41,11
2024/07/16 23:56:42,10
2024/07/16 23:56:43,12
2024/07/16 23:56:44,26
2024/07/16 23:56:45,11
2024/07/16 23:56:46,11
2024/07/16 23:56:47,11
2024/07/16 23:56:48,11
2024/07/16 23:56:49,12
2024/07/16 23:56:50,15
2024/07/16 23:56:51,11
2024/07/16 23:56:52,11
2024/07/16 23:56:53,11
2024/07/16 23:56:54,11
2024/07/16 23:56:55,17
2024/07/16 23:56:56,11
2024/07/16 23:56:57,16
2024/07/16 23:56:58,160
2024/07/16 23:56:59,241
2024/07/16 23:57:00,372
2024/07/16 23:57:01,403
2024/07/16 23:57:02,405
2024/07/16 23:57:03,557
2024/07/16 23:57:04,417
2024/07/16 23:57:05,497
2024/07/16 23:57:06,679
2024/07/16 23:57:07,750
2024/07/16 23:57:08,401
2024/07/16 23:57:09,12
2024/07/16 23:57:10,12
2024/07/16 23:57:11,13
2024/07/16 23:57:12,21
2024/07/16 23:57:13,15
2024/07/16 23:57:14,16
2024/07/16 23:57:15,13
2024/07/16 23:57:16,11
2024/07/16 23:57:17,15
2024/07/16 23:57:18,12
2024/07/16 23:57:19,13
2024/07/16 23:57:20,14
2024/07/16 23:57:21,13
2024/07/16 23:57:22,11
2024/07/16 23:57:23,12
2024/07/16 23:57:24,12
