Timestamp,Value
2024/07/19 00:05:28,82
2024/07/19 00:05:29,87
2024/07/19 00:05:30,98
2024/07/19 00:05:31,72
2024/07/19 00:05:32,84
2024/07/19 00:05:33,73
2024/07/19 00:05:34,84
2024/07/19 00:05:35,68
2024/07/19 00:05:36,67
2024/07/19 00:05:37,64
2024/07/19 00:05:38,77
2024/07/19 00:05:39,74
2024/07/19 00:05:40,81
2024/07/19 00:05:41,76
2024/07/19 00:05:42,82
2024/07/19 00:05:43,82
2024/07/19 00:05:44,91
2024/07/19 00:05:45,70
2024/07/19 00:05:46,70
2024/07/19 00:05:47,59
2024/07/19 00:05:48,95
2024/07/19 00:05:49,80
2024/07/19 00:05:50,72
2024/07/19 00:05:51,79
2024/07/19 00:05:52,62
2024/07/19 00:05:53,73
2024/07/19 00:05:54,72
2024/07/19 00:05:55,72
2024/07/19 00:05:56,65
2024/07/19 00:05:57,71
2024/07/19 00:05:58,75
2024/07/19 00:05:59,82
2024/07/19 00:06:00,70
2024/07/19 00:06:01,62
2024/07/19 00:06:02,88
2024/07/19 00:06:03,83
2024/07/19 00:06:04,61
2024/07/19 00:06:05,72
2024/07/19 00:06:06,70
2024/07/19 00:06:07,73
2024/07/19 00:06:08,65
2024/07/19 00:06:09,89
2024/07/19 00:06:10,69
2024/07/19 00:06:11,72
2024/07/19 00:06:12,73
2024/07/19 00:06:13,64
2024/07/19 00:06:14,75
2024/07/19 00:06:15,65
2024/07/19 00:06:16,61
2024/07/19 00:06:17,64
2024/07/19 00:06:18,70
2024/07/19 00:06:19,67
2024/07/19 00:06:20,59
2024/07/19 00:06:21,68
2024/07/19 00:06:22,64
2024/07/19 00:06:23,70
2024/07/19 00:06:24,64
2024/07/19 00:06:25,92
2024/07/19 00:06:26,79
2024/07/19 00:06:27,72
2024/07/19 00:06:28,107
2024/07/19 00:06:29,73
2024/07/19 00:06:30,77
2024/07/19 00:06:31,78
2024/07/19 00:06:32,87
2024/07/19 00:06:33,73
2024/07/19 00:06:34,66
2024/07/19 00:06:35,70
2024/07/19 00:06:36,70
2024/07/19 00:06:37,74
2024/07/19 00:06:38,70
2024/07/19 00:06:39,68
2024/07/19 00:06:40,68
2024/07/19 00:06:41,109
2024/07/19 00:06:42,63
2024/07/19 00:06:43,69
2024/07/19 00:06:44,76
2024/07/19 00:06:45,80
2024/07/19 00:06:46,88
2024/07/19 00:06:47,56
2024/07/19 00:06:48,89
2024/07/19 00:06:49,79
2024/07/19 00:06:50,72
2024/07/19 00:06:51,83
2024/07/19 00:06:52,71
2024/07/19 00:06:53,75
2024/07/19 00:06:54,63
2024/07/19 00:06:55,65
2024/07/19 00:06:56,90
2024/07/19 00:06:57,83
2024/07/19 00:06:58,64
2024/07/19 00:06:59,74
2024/07/19 00:07:00,73
2024/07/19 00:07:01,73
2024/07/19 00:07:02,88
2024/07/19 00:07:03,76
2024/07/19 00:07:04,72
2024/07/19 00:07:05,78
2024/07/19 00:07:06,401
2024/07/19 00:07:07,114
2024/07/19 00:07:08,75
2024/07/19 00:07:09,60
2024/07/19 00:07:10,66
2024/07/19 00:07:11,78
2024/07/19 00:07:12,63
2024/07/19 00:07:13,66
2024/07/19 00:07:14,179
2024/07/19 00:07:15,79
2024/07/19 00:07:16,82
2024/07/19 00:07:17,75
2024/07/19 00:07:18,88
2024/07/19 00:07:19,70
2024/07/19 00:07:20,78
2024/07/19 00:07:21,92
2024/07/19 00:07:22,80
2024/07/19 00:07:23,67
2024/07/19 00:07:24,77
2024/07/19 00:07:25,79
2024/07/19 00:07:26,75
2024/07/19 00:07:27,77
2024/07/19 00:07:28,73
2024/07/19 00:07:29,77
2024/07/19 00:07:30,65
2024/07/19 00:07:31,74
2024/07/19 00:07:32,109
2024/07/19 00:07:33,553
2024/07/19 00:07:34,644
2024/07/19 00:07:34,2007
2024/07/19 00:07:37,441
2024/07/19 00:07:38,385
2024/07/19 00:07:39,329
2024/07/19 00:07:40,261
2024/07/19 00:07:41,380
2024/07/19 00:07:42,235
2024/07/19 00:07:43,549
2024/07/19 00:07:44,505
2024/07/19 00:07:45,348
2024/07/19 00:07:46,-1
2024/07/19 00:07:50,651
2024/07/19 00:07:51,163
2024/07/19 00:07:52,64
2024/07/19 00:07:53,80
2024/07/19 00:07:54,81
2024/07/19 00:07:55,-1
2024/07/19 00:07:59,89
2024/07/19 00:08:00,76
2024/07/19 00:08:01,77
2024/07/19 00:08:02,63
2024/07/19 00:08:03,78
2024/07/19 00:08:04,69
2024/07/19 00:08:05,80
2024/07/19 00:08:06,68
2024/07/19 00:08:07,70
2024/07/19 00:08:08,62
2024/07/19 00:08:09,74
2024/07/19 00:08:10,69
2024/07/19 00:08:11,64
2024/07/19 00:08:12,67
2024/07/19 00:08:13,59
2024/07/19 00:08:14,110
2024/07/19 00:08:15,76
2024/07/19 00:08:16,98
2024/07/19 00:08:17,-1
2024/07/19 00:08:21,81
2024/07/19 00:08:22,106
2024/07/19 00:08:23,68
2024/07/19 00:08:24,61
2024/07/19 00:08:25,59
2024/07/19 00:08:26,74
2024/07/19 00:08:27,94
2024/07/19 00:08:28,77
2024/07/19 00:08:29,89
2024/07/19 00:08:30,72
2024/07/19 00:08:31,68
2024/07/19 00:08:32,72
2024/07/19 00:08:33,71
2024/07/19 00:08:34,85
2024/07/19 00:08:35,75
2024/07/19 00:08:36,79
2024/07/19 00:08:37,70
2024/07/19 00:08:38,79
2024/07/19 00:08:39,68
2024/07/19 00:08:40,-1
2024/07/19 00:08:44,88
2024/07/19 00:08:45,69
2024/07/19 00:08:46,95
2024/07/19 00:08:47,68
2024/07/19 00:08:48,84
2024/07/19 00:08:49,70
2024/07/19 00:08:50,87
2024/07/19 00:08:51,85
2024/07/19 00:08:52,80
2024/07/19 00:08:53,59
2024/07/19 00:08:54,67
2024/07/19 00:08:55,121
2024/07/19 00:08:56,259
2024/07/19 00:08:56,276
2024/07/19 00:08:57,457
2024/07/19 00:08:58,80
2024/07/19 00:08:59,82
2024/07/19 00:09:00,62
2024/07/19 00:09:01,72
2024/07/19 00:09:02,85
2024/07/19 00:09:03,72
2024/07/19 00:09:04,60
2024/07/19 00:09:05,67
2024/07/19 00:09:06,79
2024/07/19 00:09:07,72
2024/07/19 00:09:08,69
2024/07/19 00:09:09,74
2024/07/19 00:09:10,61
2024/07/19 00:09:11,81
2024/07/19 00:09:12,60
2024/07/19 00:09:13,69
2024/07/19 00:09:14,88
2024/07/19 00:09:15,75
2024/07/19 00:09:16,85
2024/07/19 00:09:17,80
2024/07/19 00:09:18,63
2024/07/19 00:09:19,65
2024/07/19 00:09:20,64
2024/07/19 00:09:21,80
2024/07/19 00:09:22,81
2024/07/19 00:09:23,59
2024/07/19 00:09:24,66
2024/07/19 00:09:25,72
2024/07/19 00:09:26,69
2024/07/19 00:09:27,77
2024/07/19 00:09:28,59
2024/07/19 00:09:29,64
2024/07/19 00:09:30,81
2024/07/19 00:09:31,74
2024/07/19 00:09:32,88
2024/07/19 00:09:33,85
2024/07/19 00:09:34,92
2024/07/19 00:09:35,61
2024/07/19 00:09:36,74
2024/07/19 00:09:37,107
2024/07/19 00:09:38,74
2024/07/19 00:09:39,75
2024/07/19 00:09:40,69
2024/07/19 00:09:41,69
2024/07/19 00:09:42,79
2024/07/19 00:09:43,65
2024/07/19 00:09:44,80
2024/07/19 00:09:45,74
2024/07/19 00:09:46,82
2024/07/19 00:09:47,64
2024/07/19 00:09:48,64
2024/07/19 00:09:49,77
2024/07/19 00:09:50,65
2024/07/19 00:09:51,64
2024/07/19 00:09:52,97
2024/07/19 00:09:53,68
2024/07/19 00:09:54,62
2024/07/19 00:09:55,77
2024/07/19 00:09:56,74
2024/07/19 00:09:56,70
2024/07/19 00:09:57,83
2024/07/19 00:09:58,73
2024/07/19 00:09:59,63
2024/07/19 00:10:00,75
2024/07/19 00:10:01,76
2024/07/19 00:10:02,80
2024/07/19 00:10:03,63
2024/07/19 00:10:04,69
2024/07/19 00:10:05,64
2024/07/19 00:10:06,66
2024/07/19 00:10:07,73
2024/07/19 00:10:08,74
2024/07/19 00:10:09,74
2024/07/19 00:10:10,67
2024/07/19 00:10:11,65
2024/07/19 00:10:12,81
2024/07/19 00:10:13,83
2024/07/19 00:10:14,74
2024/07/19 00:10:15,63
2024/07/19 00:10:16,58
2024/07/19 00:10:17,69
2024/07/19 00:10:18,173
2024/07/19 00:10:19,65
2024/07/19 00:10:20,57
2024/07/19 00:10:21,66
2024/07/19 00:10:22,69
2024/07/19 00:10:23,72
2024/07/19 00:10:24,76
2024/07/19 00:10:25,70
2024/07/19 00:10:26,89
2024/07/19 00:10:27,72
2024/07/19 00:10:28,69
2024/07/19 00:10:29,71
2024/07/19 00:10:30,86
2024/07/19 00:10:31,72
2024/07/19 00:10:32,82
2024/07/19 00:10:33,74
2024/07/19 00:10:34,78
2024/07/19 00:10:35,82
2024/07/19 00:10:36,82
2024/07/19 00:10:37,60
2024/07/19 00:10:38,67
2024/07/19 00:10:39,94
2024/07/19 00:10:40,68
2024/07/19 00:10:41,75
2024/07/19 00:10:42,65
2024/07/19 00:10:43,82
2024/07/19 00:10:44,63
2024/07/19 00:10:45,72
2024/07/19 00:10:46,67
2024/07/19 00:10:47,66
2024/07/19 00:10:48,76
2024/07/19 00:10:49,68
2024/07/19 00:10:50,75
2024/07/19 00:10:51,79
2024/07/19 00:10:52,64
2024/07/19 00:10:53,70
2024/07/19 00:10:54,118
2024/07/19 00:10:55,63
2024/07/19 00:10:56,94
2024/07/19 00:10:57,68
2024/07/19 00:10:58,74
2024/07/19 00:10:59,114
2024/07/19 00:10:59,355
2024/07/19 00:11:00,83
2024/07/19 00:11:01,69
2024/07/19 00:11:02,63
2024/07/19 00:11:03,71
2024/07/19 00:11:04,67
2024/07/19 00:11:05,67
2024/07/19 00:11:06,85
2024/07/19 00:11:07,62
2024/07/19 00:11:08,79
2024/07/19 00:11:09,64
2024/07/19 00:11:10,86
2024/07/19 00:11:11,77
2024/07/19 00:11:12,64
2024/07/19 00:11:13,68
2024/07/19 00:11:14,73
2024/07/19 00:11:15,99
2024/07/19 00:11:16,68
2024/07/19 00:11:17,78
2024/07/19 00:11:18,83
2024/07/19 00:11:19,72
2024/07/19 00:11:20,72
2024/07/19 00:11:21,74
2024/07/19 00:11:22,72
2024/07/19 00:11:23,78
2024/07/19 00:11:24,66
2024/07/19 00:11:25,65
2024/07/19 00:11:26,66
2024/07/19 00:11:27,82
2024/07/19 00:11:28,76
2024/07/19 00:11:29,76
2024/07/19 00:11:30,73
2024/07/19 00:11:31,72
2024/07/19 00:11:32,72
2024/07/19 00:11:33,83
2024/07/19 00:11:34,69
2024/07/19 00:11:35,61
2024/07/19 00:11:36,69
2024/07/19 00:11:37,68
2024/07/19 00:11:38,69
2024/07/19 00:11:39,91
2024/07/19 00:11:40,61
2024/07/19 00:11:41,62
2024/07/19 00:11:42,53
2024/07/19 00:11:43,63
2024/07/19 00:11:44,64
2024/07/19 00:11:45,74
2024/07/19 00:11:46,61
2024/07/19 00:11:47,61
2024/07/19 00:11:48,72
2024/07/19 00:11:49,100
2024/07/19 00:11:50,64
2024/07/19 00:11:51,63
2024/07/19 00:11:52,60
2024/07/19 00:11:53,64
2024/07/19 00:11:54,57
2024/07/19 00:11:55,68
2024/07/19 00:11:56,59
2024/07/19 00:11:57,89
2024/07/19 00:11:58,101
2024/07/19 00:11:59,64
2024/07/19 00:11:59,69
2024/07/19 00:12:00,67
2024/07/19 00:12:01,78
2024/07/19 00:12:02,59
2024/07/19 00:12:03,64
2024/07/19 00:12:04,62
2024/07/19 00:12:05,92
2024/07/19 00:12:06,67
2024/07/19 00:12:07,63
2024/07/19 00:12:08,75
2024/07/19 00:12:09,66
2024/07/19 00:12:10,72
2024/07/19 00:12:11,81
2024/07/19 00:12:12,67
2024/07/19 00:12:13,65
2024/07/19 00:12:14,73
2024/07/19 00:12:15,70
2024/07/19 00:12:16,88
2024/07/19 00:12:17,80
2024/07/19 00:12:18,74
2024/07/19 00:12:19,-1
2024/07/19 00:12:23,57
2024/07/19 00:12:24,81
2024/07/19 00:12:25,66
2024/07/19 00:12:26,91
2024/07/19 00:12:27,74
2024/07/19 00:12:28,71
2024/07/19 00:12:29,82
2024/07/19 00:12:30,61
2024/07/19 00:12:31,303
2024/07/19 00:12:32,291
2024/07/19 00:12:33,328
2024/07/19 00:12:34,315
2024/07/19 00:12:35,420
2024/07/19 00:12:36,502
2024/07/19 00:12:37,255
2024/07/19 00:12:38,360
2024/07/19 00:12:39,217
2024/07/19 00:12:40,921
2024/07/19 00:12:41,515
2024/07/19 00:12:42,277
2024/07/19 00:12:42,174
2024/07/19 00:12:43,265
2024/07/19 00:12:44,89
2024/07/19 00:12:45,633
2024/07/19 00:12:46,851
2024/07/19 00:12:47,1158
2024/07/19 00:12:48,748
2024/07/19 00:12:49,662
2024/07/19 00:12:50,688
2024/07/19 00:12:51,737
2024/07/19 00:12:52,801
2024/07/19 00:12:53,830
2024/07/19 00:12:54,738
2024/07/19 00:12:55,1335
2024/07/19 00:12:56,1650
2024/07/19 00:12:58,1759
2024/07/19 00:12:59,1410
2024/07/19 00:13:01,66
2024/07/19 00:13:02,67
2024/07/19 00:13:03,61
2024/07/19 00:13:04,88
2024/07/19 00:13:05,75
2024/07/19 00:13:06,64
2024/07/19 00:13:07,70
2024/07/19 00:13:08,98
2024/07/19 00:13:09,80
2024/07/19 00:13:10,82
2024/07/19 00:13:11,67
2024/07/19 00:13:12,65
2024/07/19 00:13:13,67
2024/07/19 00:13:14,69
2024/07/19 00:13:15,-1
2024/07/19 00:13:19,67
2024/07/19 00:13:20,73
2024/07/19 00:13:21,59
2024/07/19 00:13:22,77
2024/07/19 00:13:23,75
2024/07/19 00:13:24,80
2024/07/19 00:13:25,78
2024/07/19 00:13:26,79
2024/07/19 00:13:27,82
2024/07/19 00:13:28,78
2024/07/19 00:13:29,82
2024/07/19 00:13:30,80
2024/07/19 00:13:31,80
2024/07/19 00:13:32,73
2024/07/19 00:13:33,72
2024/07/19 00:13:34,85
2024/07/19 00:13:35,82
2024/07/19 00:13:36,68
2024/07/19 00:13:37,72
2024/07/19 00:13:38,83
2024/07/19 00:13:39,64
2024/07/19 00:13:40,63
2024/07/19 00:13:41,73
2024/07/19 00:13:42,75
2024/07/19 00:13:43,78
2024/07/19 00:13:44,70
2024/07/19 00:13:45,69
2024/07/19 00:13:46,82
2024/07/19 00:13:47,61
2024/07/19 00:13:48,103
2024/07/19 00:13:49,74
2024/07/19 00:13:50,69
2024/07/19 00:13:51,78
2024/07/19 00:13:52,84
2024/07/19 00:13:53,71
2024/07/19 00:13:54,63
2024/07/19 00:13:55,55
2024/07/19 00:13:56,76
2024/07/19 00:13:57,74
2024/07/19 00:13:58,61
2024/07/19 00:13:59,70
2024/07/19 00:14:00,83
2024/07/19 00:14:01,71
2024/07/19 00:14:02,63
2024/07/19 00:14:02,85
2024/07/19 00:14:03,73
2024/07/19 00:14:04,74
2024/07/19 00:14:05,64
2024/07/19 00:14:06,84
2024/07/19 00:14:07,71
2024/07/19 00:14:08,81
2024/07/19 00:14:09,64
2024/07/19 00:14:10,83
2024/07/19 00:14:11,59
2024/07/19 00:14:12,89
2024/07/19 00:14:13,64
2024/07/19 00:14:14,71
2024/07/19 00:14:15,74
2024/07/19 00:14:16,79
2024/07/19 00:14:17,69
2024/07/19 00:14:18,67
2024/07/19 00:14:19,77
2024/07/19 00:14:20,63
2024/07/19 00:14:21,75
2024/07/19 00:14:22,86
2024/07/19 00:14:23,77
2024/07/19 00:14:24,89
2024/07/19 00:14:25,68
2024/07/19 00:14:26,81
2024/07/19 00:14:27,62
2024/07/19 00:14:28,107
2024/07/19 00:14:29,74
2024/07/19 00:14:30,78
2024/07/19 00:14:31,72
2024/07/19 00:14:32,68
2024/07/19 00:14:33,70
2024/07/19 00:14:34,62
2024/07/19 00:14:35,72
2024/07/19 00:14:36,70
2024/07/19 00:14:37,82
2024/07/19 00:14:38,70
2024/07/19 00:14:39,76
2024/07/19 00:14:40,68
2024/07/19 00:14:41,57
2024/07/19 00:14:42,88
2024/07/19 00:14:43,70
2024/07/19 00:14:44,79
2024/07/19 00:14:45,68
2024/07/19 00:14:46,56
2024/07/19 00:14:47,65
2024/07/19 00:14:48,73
2024/07/19 00:14:49,69
2024/07/19 00:14:50,60
2024/07/19 00:14:51,87
2024/07/19 00:14:52,84
2024/07/19 00:14:53,75
2024/07/19 00:14:54,87
2024/07/19 00:14:55,75
2024/07/19 00:14:56,78
2024/07/19 00:14:57,101
2024/07/19 00:14:58,80
2024/07/19 00:14:59,93
2024/07/19 00:15:00,73
2024/07/19 00:15:01,71
2024/07/19 00:15:02,62
2024/07/19 00:15:03,68
2024/07/19 00:15:04,72
2024/07/19 00:15:05,57
2024/07/19 00:15:06,77
2024/07/19 00:15:07,82
2024/07/19 00:15:08,95
2024/07/19 00:15:09,65
2024/07/19 00:15:10,73
2024/07/19 00:15:11,68
2024/07/19 00:15:12,64
2024/07/19 00:15:13,76
2024/07/19 00:15:14,73
2024/07/19 00:15:15,77
2024/07/19 00:15:16,64
2024/07/19 00:15:17,82
2024/07/19 00:15:18,89
2024/07/19 00:15:19,53
2024/07/19 00:15:20,67
2024/07/19 00:15:21,75
2024/07/19 00:15:22,65
2024/07/19 00:15:23,68
2024/07/19 00:15:24,66
2024/07/19 00:15:25,64
2024/07/19 00:15:26,60
2024/07/19 00:15:27,56
2024/07/19 00:15:28,64
2024/07/19 00:15:29,107
2024/07/19 00:15:30,66
2024/07/19 00:15:31,69
2024/07/19 00:15:32,73
2024/07/19 00:15:33,85
2024/07/19 00:15:34,64
2024/07/19 00:15:34,61
2024/07/19 00:15:35,54
2024/07/19 00:15:36,76
2024/07/19 00:15:37,73
2024/07/19 00:15:38,76
2024/07/19 00:15:39,126
2024/07/19 00:15:40,69
2024/07/19 00:15:41,64
2024/07/19 00:15:42,59
2024/07/19 00:15:43,66
2024/07/19 00:15:44,67
2024/07/19 00:15:45,67
2024/07/19 00:15:46,87
2024/07/19 00:15:47,76
2024/07/19 00:15:48,56
2024/07/19 00:15:49,123
2024/07/19 00:15:50,101
2024/07/19 00:15:51,76
2024/07/19 00:15:52,77
2024/07/19 00:15:53,71
2024/07/19 00:15:54,68
2024/07/19 00:15:55,61
2024/07/19 00:15:56,72
2024/07/19 00:15:57,60
2024/07/19 00:15:58,70
2024/07/19 00:15:59,71
